employee_id,year_month,base_salary,overtime_hours,overtime_pay,bonus,pf,tax,insurance,loan_deduction,gross_salary,total_deductions,net_salary,created_at
197,2025-06,25922.0,7,1134.09,3000.0,3110.64,1296.1,500.0,2000.0,30056.09,6906.74,23149.35,2025-09-17 23:22:34
198,2025-06,109484.0,2,1368.55,2000.0,13138.08,21896.8,1000.0,1000.0,112852.55,37034.88,75817.67,2025-09-17 23:22:34
199,2025-06,44029.0,8,2201.45,2000.0,5283.48,5283.48,1000.0,5000.0,48230.45,16566.96,31663.49,2025-09-17 23:22:34
200,2025-06,78872.0,3,1478.85,3000.0,9464.64,15774.4,1000.0,5000.0,83350.85,31239.04,52111.81,2025-09-17 23:22:34
1,2025-07,63158.0,2,789.48,2000.0,7578.96,7578.96,1000.0,0.0,65947.48,16157.92,49789.56,2025-09-17 23:22:34
2,2025-07,67194.0,11,4619.59,0.0,8063.28,8063.28,1000.0,1000.0,71813.59,18126.56,53687.03,2025-09-17 23:22:34
3,2025-07,41023.0,3,769.18,2000.0,4922.76,4922.76,1000.0,0.0,43792.18,10845.52,32946.66,2025-09-17 23:22:34
4,2025-07,32433.0,1,202.71,0.0,3891.96,3891.96,500.0,5000.0,32635.71,13283.92,19351.79,2025-09-17 23:22:34
5,2025-07,53693.0,4,1342.33,500.0,6443.16,6443.16,1000.0,1000.0,55535.33,14886.32,40649.01,2025-09-17 23:22:34
6,2025-07,70658.0,5,2208.06,1000.0,8478.96,14131.6,1000.0,5000.0,73866.06,28610.56,45255.5,2025-09-17 23:22:34
7,2025-07,44118.0,6,1654.43,500.0,5294.16,5294.16,1000.0,2000.0,46272.43,13588.32,32684.11,2025-09-17 23:22:34
8,2025-07,75680.0,2,946.0,1000.0,9081.6,15136.0,1000.0,0.0,77626.0,25217.6,52408.4,2025-09-17 23:22:34
9,2025-07,42502.0,8,2125.1,0.0,5100.24,5100.24,1000.0,0.0,44627.1,11200.48,33426.62,2025-09-17 23:22:34
10,2025-07,33433.0,8,1671.65,2000.0,4011.96,4011.96,500.0,1000.0,37104.65,9523.92,27580.73,2025-09-17 23:22:34
11,2025-07,51483.0,7,2252.38,0.0,6177.96,6177.96,1000.0,0.0,53735.38,13355.92,40379.46,2025-09-17 23:22:34
12,2025-07,70920.0,3,1329.75,500.0,8510.4,14184.0,1000.0,0.0,72749.75,23694.4,49055.35,2025-09-17 23:22:34
13,2025-07,26021.0,5,813.16,0.0,3122.52,1301.05,500.0,2000.0,26834.16,6923.57,19910.59,2025-09-17 23:22:34
14,2025-07,34692.0,5,1084.12,3000.0,4163.04,4163.04,500.0,2000.0,38776.12,10826.08,27950.04,2025-09-17 23:22:34
15,2025-07,56557.0,3,1060.44,0.0,6786.84,6786.84,1000.0,0.0,57617.44,14573.68,43043.76,2025-09-17 23:22:34
16,2025-07,49253.0,6,1846.99,0.0,5910.36,5910.36,1000.0,5000.0,51099.99,17820.72,33279.27,2025-09-17 23:22:34
17,2025-07,49243.0,4,1231.08,500.0,5909.16,5909.16,1000.0,2000.0,50974.08,14818.32,36155.76,2025-09-17 23:22:34
18,2025-07,96214.0,6,3608.02,0.0,11545.68,19242.8,1000.0,5000.0,99822.02,36788.48,63033.54,2025-09-17 23:22:34
19,2025-07,107592.0,2,1344.9,3000.0,12911.04,21518.4,1000.0,1000.0,111936.9,36429.44,75507.46,2025-09-17 23:22:34
20,2025-07,74504.0,4,1862.6,0.0,8940.48,14900.8,1000.0,1000.0,76366.6,25841.28,50525.32,2025-09-17 23:22:34
21,2025-07,38561.0,9,2169.06,2000.0,4627.32,4627.32,500.0,0.0,42730.06,9754.64,32975.42,2025-09-17 23:22:34
22,2025-07,97256.0,2,1215.7,0.0,11670.72,19451.2,1000.0,1000.0,98471.7,33121.92,65349.78,2025-09-17 23:22:34
23,2025-07,59538.0,9,3349.01,3000.0,7144.56,7144.56,1000.0,0.0,65887.01,15289.12,50597.89,2025-09-17 23:22:34
24,2025-07,41773.0,5,1305.41,1000.0,5012.76,5012.76,1000.0,5000.0,44078.41,16025.52,28052.89,2025-09-17 23:22:34
25,2025-07,36910.0,6,1384.12,0.0,4429.2,4429.2,500.0,0.0,38294.12,9358.4,28935.72,2025-09-17 23:22:34
26,2025-07,68419.0,9,3848.57,500.0,8210.28,8210.28,1000.0,2000.0,72767.57,19420.56,53347.01,2025-09-17 23:22:34
27,2025-07,99268.0,5,3102.12,0.0,11912.16,19853.6,1000.0,1000.0,102370.12,33765.76,68604.36,2025-09-17 23:22:34
28,2025-07,61827.0,0,0.0,3000.0,7419.24,7419.24,1000.0,0.0,64827.0,15838.48,48988.52,2025-09-17 23:22:34
29,2025-07,57299.0,5,1790.59,500.0,6875.88,6875.88,1000.0,5000.0,59589.59,19751.76,39837.83,2025-09-17 23:22:34
30,2025-07,27693.0,4,692.33,0.0,3323.16,1384.65,500.0,0.0,28385.33,5207.81,23177.52,2025-09-17 23:22:34
31,2025-07,73925.0,3,1386.09,0.0,8871.0,14785.0,1000.0,0.0,75311.09,24656.0,50655.09,2025-09-17 23:22:34
32,2025-07,69262.0,4,1731.55,0.0,8311.44,8311.44,1000.0,2000.0,70993.55,19622.88,51370.67,2025-09-17 23:22:34
33,2025-07,106373.0,6,3988.99,0.0,12764.76,21274.6,1000.0,5000.0,110361.99,40039.36,70322.63,2025-09-17 23:22:34
34,2025-07,103053.0,4,2576.32,0.0,12366.36,20610.6,1000.0,2000.0,105629.32,35976.96,69652.36,2025-09-17 23:22:34
35,2025-07,58545.0,6,2195.44,0.0,7025.4,7025.4,1000.0,2000.0,60740.44,17050.8,43689.64,2025-09-17 23:22:34
36,2025-07,65303.0,6,2448.86,0.0,7836.36,7836.36,1000.0,2000.0,67751.86,18672.72,49079.14,2025-09-17 23:22:34
37,2025-07,42675.0,8,2133.75,1000.0,5121.0,5121.0,1000.0,1000.0,45808.75,12242.0,33566.75,2025-09-17 23:22:34
38,2025-07,36636.0,7,1602.83,2000.0,4396.32,4396.32,500.0,2000.0,40238.83,11292.64,28946.19,2025-09-17 23:22:34
39,2025-07,63673.0,5,1989.78,2000.0,7640.76,7640.76,1000.0,0.0,67662.78,16281.52,51381.26,2025-09-17 23:22:34
40,2025-07,74717.0,5,2334.91,500.0,8966.04,14943.4,1000.0,5000.0,77551.91,29909.44,47642.47,2025-09-17 23:22:34
41,2025-07,56309.0,9,3167.38,3000.0,6757.08,6757.08,1000.0,1000.0,62476.38,15514.16,46962.22,2025-09-17 23:22:34
42,2025-07,60342.0,4,1508.55,0.0,7241.04,7241.04,1000.0,0.0,61850.55,15482.08,46368.47,2025-09-17 23:22:34
43,2025-07,25197.0,3,472.44,1000.0,3023.64,1259.85,500.0,2000.0,26669.44,6783.49,19885.95,2025-09-17 23:22:34
44,2025-07,87107.0,5,2722.09,0.0,10452.84,17421.4,1000.0,5000.0,89829.09,33874.24,55954.85,2025-09-17 23:22:34
45,2025-07,30811.0,9,1733.12,0.0,3697.32,3697.32,500.0,0.0,32544.12,7894.64,24649.48,2025-09-17 23:22:34
46,2025-07,60206.0,1,376.29,0.0,7224.72,7224.72,1000.0,0.0,60582.29,15449.44,45132.85,2025-09-17 23:22:34
47,2025-07,44360.0,3,831.75,1000.0,5323.2,5323.2,1000.0,1000.0,46191.75,12646.4,33545.35,2025-09-17 23:22:34
48,2025-07,74384.0,6,2789.4,500.0,8926.08,14876.8,1000.0,5000.0,77673.4,29802.88,47870.52,2025-09-17 23:22:34
49,2025-07,81843.0,2,1023.04,2000.0,9821.16,16368.6,1000.0,1000.0,84866.04,28189.76,56676.28,2025-09-17 23:22:34
50,2025-07,27049.0,2,338.11,0.0,3245.88,1352.45,500.0,0.0,27387.11,5098.33,22288.78,2025-09-17 23:22:34
51,2025-07,35158.0,5,1098.69,0.0,4218.96,4218.96,500.0,0.0,36256.69,8937.92,27318.77,2025-09-17 23:22:34
52,2025-07,39499.0,6,1481.21,3000.0,4739.88,4739.88,500.0,0.0,43980.21,9979.76,34000.45,2025-09-17 23:22:34
53,2025-07,75800.0,3,1421.25,2000.0,9096.0,15160.0,1000.0,2000.0,79221.25,27256.0,51965.25,2025-09-17 23:22:34
54,2025-07,73354.0,2,916.92,0.0,8802.48,14670.8,1000.0,5000.0,74270.92,29473.28,44797.64,2025-09-17 23:22:34
55,2025-07,113497.0,8,5674.85,2000.0,13619.64,22699.4,1000.0,1000.0,121171.85,38319.04,82852.81,2025-09-17 23:22:34
56,2025-07,53643.0,3,1005.81,0.0,6437.16,6437.16,1000.0,0.0,54648.81,13874.32,40774.49,2025-09-17 23:22:34
57,2025-07,46295.0,6,1736.06,0.0,5555.4,5555.4,1000.0,0.0,48031.06,12110.8,35920.26,2025-09-17 23:22:34
58,2025-07,39735.0,2,496.69,2000.0,4768.2,4768.2,500.0,0.0,42231.69,10036.4,32195.29,2025-09-17 23:22:34
59,2025-07,54830.0,2,685.38,1000.0,6579.6,6579.6,1000.0,1000.0,56515.38,15159.2,41356.18,2025-09-17 23:22:34
60,2025-07,38677.0,4,966.92,0.0,4641.24,4641.24,500.0,0.0,39643.92,9782.48,29861.44,2025-09-17 23:22:34
61,2025-07,60352.0,7,2640.4,0.0,7242.24,7242.24,1000.0,0.0,62992.4,15484.48,47507.92,2025-09-17 23:22:34
62,2025-07,34007.0,7,1487.81,500.0,4080.84,4080.84,500.0,0.0,35994.81,8661.68,27333.13,2025-09-17 23:22:34
63,2025-07,118744.0,6,4452.9,1000.0,14249.28,23748.8,1000.0,5000.0,124196.9,43998.08,80198.82,2025-09-17 23:22:34
64,2025-07,60635.0,6,2273.81,500.0,7276.2,7276.2,1000.0,0.0,63408.81,15552.4,47856.41,2025-09-17 23:22:34
65,2025-07,28301.0,7,1238.17,500.0,3396.12,1415.05,500.0,2000.0,30039.17,7311.17,22728.0,2025-09-17 23:22:34
66,2025-07,35492.0,4,887.3,0.0,4259.04,4259.04,500.0,1000.0,36379.3,10018.08,26361.22,2025-09-17 23:22:34
67,2025-07,69584.0,5,2174.5,0.0,8350.08,8350.08,1000.0,0.0,71758.5,17700.16,54058.34,2025-09-17 23:22:34
68,2025-07,71631.0,6,2686.16,2000.0,8595.72,14326.2,1000.0,0.0,76317.16,23921.92,52395.24,2025-09-17 23:22:34
69,2025-07,46538.0,1,290.86,0.0,5584.56,5584.56,1000.0,0.0,46828.86,12169.12,34659.74,2025-09-17 23:22:34
70,2025-07,99748.0,4,2493.7,0.0,11969.76,19949.6,1000.0,0.0,102241.7,32919.36,69322.34,2025-09-17 23:22:34
71,2025-07,64592.0,8,3229.6,1000.0,7751.04,7751.04,1000.0,0.0,68821.6,16502.08,52319.52,2025-09-17 23:22:34
72,2025-07,115316.0,4,2882.9,1000.0,13837.92,23063.2,1000.0,0.0,119198.9,37901.12,81297.78,2025-09-17 23:22:34
73,2025-07,35893.0,4,897.33,0.0,4307.16,4307.16,500.0,2000.0,36790.33,11114.32,25676.01,2025-09-17 23:22:34
74,2025-07,38121.0,7,1667.79,2000.0,4574.52,4574.52,500.0,0.0,41788.79,9649.04,32139.75,2025-09-17 23:22:34
75,2025-07,52677.0,2,658.46,0.0,6321.24,6321.24,1000.0,0.0,53335.46,13642.48,39692.98,2025-09-17 23:22:34
76,2025-07,115313.0,8,5765.65,3000.0,13837.56,23062.6,1000.0,1000.0,124078.65,38900.16,85178.49,2025-09-17 23:22:34
77,2025-07,73096.0,7,3197.95,1000.0,8771.52,14619.2,1000.0,2000.0,77293.95,26390.72,50903.23,2025-09-17 23:22:34
78,2025-07,46606.0,8,2330.3,3000.0,5592.72,5592.72,1000.0,0.0,51936.3,12185.44,39750.86,2025-09-17 23:22:34
79,2025-07,29142.0,5,910.69,0.0,3497.04,1457.1,500.0,0.0,30052.69,5454.14,24598.55,2025-09-17 23:22:34
80,2025-07,53940.0,9,3034.12,3000.0,6472.8,6472.8,1000.0,5000.0,59974.12,18945.6,41028.52,2025-09-17 23:22:34
81,2025-07,46136.0,8,2306.8,500.0,5536.32,5536.32,1000.0,5000.0,48942.8,17072.64,31870.16,2025-09-17 23:22:34
82,2025-07,62217.0,6,2333.14,1000.0,7466.04,7466.04,1000.0,0.0,65550.14,15932.08,49618.06,2025-09-17 23:22:34
83,2025-07,75816.0,3,1421.55,2000.0,9097.92,15163.2,1000.0,1000.0,79237.55,26261.12,52976.43,2025-09-17 23:22:34
84,2025-07,37805.0,10,2362.81,2000.0,4536.6,4536.6,500.0,0.0,42167.81,9573.2,32594.61,2025-09-17 23:22:34
85,2025-07,73952.0,11,5084.2,0.0,8874.24,14790.4,1000.0,1000.0,79036.2,25664.64,53371.56,2025-09-17 23:22:34
86,2025-07,33130.0,4,828.25,1000.0,3975.6,3975.6,500.0,0.0,34958.25,8451.2,26507.05,2025-09-17 23:22:34
87,2025-07,42253.0,1,264.08,500.0,5070.36,5070.36,1000.0,0.0,43017.08,11140.72,31876.36,2025-09-17 23:22:34
88,2025-07,105403.0,7,4611.38,2000.0,12648.36,21080.6,1000.0,0.0,112014.38,34728.96,77285.42,2025-09-17 23:22:34
89,2025-07,65247.0,3,1223.38,1000.0,7829.64,7829.64,1000.0,1000.0,67470.38,17659.28,49811.1,2025-09-17 23:22:34
90,2025-07,104101.0,7,4554.42,0.0,12492.12,20820.2,1000.0,0.0,108655.42,34312.32,74343.1,2025-09-17 23:22:34
91,2025-07,62580.0,5,1955.62,500.0,7509.6,7509.6,1000.0,2000.0,65035.62,18019.2,47016.42,2025-09-17 23:22:34
92,2025-07,65257.0,6,2447.14,3000.0,7830.84,7830.84,1000.0,0.0,70704.14,16661.68,54042.46,2025-09-17 23:22:34
93,2025-07,58977.0,7,2580.24,0.0,7077.24,7077.24,1000.0,5000.0,61557.24,20154.48,41402.76,2025-09-17 23:22:34
94,2025-07,31833.0,2,397.91,3000.0,3819.96,3819.96,500.0,0.0,35230.91,8139.92,27090.99,2025-09-17 23:22:34
95,2025-07,83304.0,8,4165.2,0.0,9996.48,16660.8,1000.0,0.0,87469.2,27657.28,59811.92,2025-09-17 23:22:34
96,2025-07,48491.0,3,909.21,2000.0,5818.92,5818.92,1000.0,2000.0,51400.21,14637.84,36762.37,2025-09-17 23:22:34
97,2025-07,57350.0,1,358.44,0.0,6882.0,6882.0,1000.0,1000.0,57708.44,15764.0,41944.44,2025-09-17 23:22:34
98,2025-07,43305.0,3,811.97,2000.0,5196.6,5196.6,1000.0,2000.0,46116.97,13393.2,32723.77,2025-09-17 23:22:34
99,2025-07,48267.0,2,603.34,3000.0,5792.04,5792.04,1000.0,1000.0,51870.34,13584.08,38286.26,2025-09-17 23:22:34
100,2025-07,28412.0,7,1243.02,0.0,3409.44,1420.6,500.0,0.0,29655.02,5330.04,24324.98,2025-09-17 23:22:34
101,2025-07,72425.0,4,1810.62,2000.0,8691.0,14485.0,1000.0,2000.0,76235.62,26176.0,50059.62,2025-09-17 23:22:34
102,2025-07,52506.0,5,1640.81,0.0,6300.72,6300.72,1000.0,5000.0,54146.81,18601.44,35545.37,2025-09-17 23:22:34
103,2025-07,45150.0,3,846.56,500.0,5418.0,5418.0,1000.0,1000.0,46496.56,12836.0,33660.56,2025-09-17 23:22:34
104,2025-07,81352.0,5,2542.25,0.0,9762.24,16270.4,1000.0,0.0,83894.25,27032.64,56861.61,2025-09-17 23:22:34
105,2025-07,111234.0,3,2085.64,2000.0,13348.08,22246.8,1000.0,0.0,115319.64,36594.88,78724.76,2025-09-17 23:22:34
106,2025-07,32400.0,3,607.5,0.0,3888.0,3888.0,500.0,0.0,33007.5,8276.0,24731.5,2025-09-17 23:22:34
107,2025-07,76934.0,2,961.67,500.0,9232.08,15386.8,1000.0,1000.0,78395.67,26618.88,51776.79,2025-09-17 23:22:34
108,2025-07,65259.0,4,1631.47,0.0,7831.08,7831.08,1000.0,0.0,66890.47,16662.16,50228.31,2025-09-17 23:22:34
109,2025-07,29167.0,5,911.47,500.0,3500.04,1458.35,500.0,0.0,30578.47,5458.39,25120.08,2025-09-17 23:22:34
110,2025-07,49689.0,3,931.67,500.0,5962.68,5962.68,1000.0,0.0,51120.67,12925.36,38195.31,2025-09-17 23:22:34
111,2025-07,43924.0,6,1647.15,1000.0,5270.88,5270.88,1000.0,5000.0,46571.15,16541.76,30029.39,2025-09-17 23:22:34
112,2025-07,48625.0,4,1215.62,500.0,5835.0,5835.0,1000.0,1000.0,50340.62,13670.0,36670.62,2025-09-17 23:22:34
113,2025-07,29542.0,9,1661.74,500.0,3545.04,1477.1,500.0,0.0,31703.74,5522.14,26181.6,2025-09-17 23:22:34
114,2025-07,64065.0,5,2002.03,0.0,7687.8,7687.8,1000.0,1000.0,66067.03,17375.6,48691.43,2025-09-17 23:22:34
115,2025-07,53295.0,3,999.28,0.0,6395.4,6395.4,1000.0,0.0,54294.28,13790.8,40503.48,2025-09-17 23:22:34
116,2025-07,65262.0,3,1223.66,0.0,7831.44,7831.44,1000.0,2000.0,66485.66,18662.88,47822.78,2025-09-17 23:22:34
117,2025-07,44870.0,10,2804.38,2000.0,5384.4,5384.4,1000.0,2000.0,49674.38,13768.8,35905.58,2025-09-17 23:22:34
118,2025-07,63178.0,5,1974.31,500.0,7581.36,7581.36,1000.0,0.0,65652.31,16162.72,49489.59,2025-09-17 23:22:34
119,2025-07,37435.0,3,701.91,0.0,4492.2,4492.2,500.0,0.0,38136.91,9484.4,28652.51,2025-09-17 23:22:34
120,2025-07,38116.0,6,1429.35,3000.0,4573.92,4573.92,500.0,5000.0,42545.35,14647.84,27897.51,2025-09-17 23:22:34
121,2025-07,49683.0,4,1242.08,0.0,5961.96,5961.96,1000.0,5000.0,50925.08,17923.92,33001.16,2025-09-17 23:22:34
122,2025-07,112641.0,8,5632.05,0.0,13516.92,22528.2,1000.0,2000.0,118273.05,39045.12,79227.93,2025-09-17 23:22:34
123,2025-07,36003.0,3,675.06,0.0,4320.36,4320.36,500.0,5000.0,36678.06,14140.72,22537.34,2025-09-17 23:22:34
124,2025-07,83529.0,1,522.06,2000.0,10023.48,16705.8,1000.0,1000.0,86051.06,28729.28,57321.78,2025-09-17 23:22:34
125,2025-07,113866.0,3,2134.99,500.0,13663.92,22773.2,1000.0,0.0,116500.99,37437.12,79063.87,2025-09-17 23:22:34
126,2025-07,41023.0,7,1794.76,0.0,4922.76,4922.76,1000.0,0.0,42817.76,10845.52,31972.24,2025-09-17 23:22:34
127,2025-07,54703.0,7,2393.26,0.0,6564.36,6564.36,1000.0,0.0,57096.26,14128.72,42967.54,2025-09-17 23:22:34
128,2025-07,49129.0,7,2149.39,3000.0,5895.48,5895.48,1000.0,1000.0,54278.39,13790.96,40487.43,2025-09-17 23:22:34
129,2025-07,65159.0,1,407.24,0.0,7819.08,7819.08,1000.0,5000.0,65566.24,21638.16,43928.08,2025-09-17 23:22:34
130,2025-07,100284.0,2,1253.55,1000.0,12034.08,20056.8,1000.0,0.0,102537.55,33090.88,69446.67,2025-09-17 23:22:34
131,2025-07,62349.0,9,3507.13,2000.0,7481.88,7481.88,1000.0,0.0,67856.13,15963.76,51892.37,2025-09-17 23:22:34
132,2025-07,85990.0,5,2687.19,0.0,10318.8,17198.0,1000.0,2000.0,88677.19,30516.8,58160.39,2025-09-17 23:22:34
133,2025-07,54548.0,7,2386.47,1000.0,6545.76,6545.76,1000.0,0.0,57934.47,14091.52,43842.95,2025-09-17 23:22:34
134,2025-07,72712.0,6,2726.7,0.0,8725.44,14542.4,1000.0,5000.0,75438.7,29267.84,46170.86,2025-09-17 23:22:34
135,2025-07,32158.0,6,1205.93,500.0,3858.96,3858.96,500.0,0.0,33863.93,8217.92,25646.01,2025-09-17 23:22:34
136,2025-07,81540.0,5,2548.12,1000.0,9784.8,16308.0,1000.0,0.0,85088.12,27092.8,57995.32,2025-09-17 23:22:34
137,2025-07,35384.0,5,1105.75,1000.0,4246.08,4246.08,500.0,0.0,37489.75,8992.16,28497.59,2025-09-17 23:22:34
138,2025-07,57606.0,5,1800.19,500.0,6912.72,6912.72,1000.0,0.0,59906.19,14825.44,45080.75,2025-09-17 23:22:34
139,2025-07,51524.0,7,2254.17,0.0,6182.88,6182.88,1000.0,2000.0,53778.17,15365.76,38412.41,2025-09-17 23:22:34
140,2025-07,43456.0,7,1901.2,0.0,5214.72,5214.72,1000.0,5000.0,45357.2,16429.44,28927.76,2025-09-17 23:22:34
141,2025-07,98932.0,4,2473.3,2000.0,11871.84,19786.4,1000.0,1000.0,103405.3,33658.24,69747.06,2025-09-17 23:22:34
142,2025-07,81187.0,2,1014.84,1000.0,9742.44,16237.4,1000.0,0.0,83201.84,26979.84,56222.0,2025-09-17 23:22:34
143,2025-07,53538.0,7,2342.29,0.0,6424.56,6424.56,1000.0,0.0,55880.29,13849.12,42031.17,2025-09-17 23:22:34
144,2025-07,49285.0,4,1232.12,3000.0,5914.2,5914.2,1000.0,5000.0,53517.12,17828.4,35688.72,2025-09-17 23:22:34
145,2025-07,40173.0,9,2259.73,0.0,4820.76,4820.76,1000.0,0.0,42432.73,10641.52,31791.21,2025-09-17 23:22:34
146,2025-07,38051.0,4,951.27,3000.0,4566.12,4566.12,500.0,2000.0,42002.27,11632.24,30370.03,2025-09-17 23:22:34
147,2025-07,36941.0,7,1616.17,0.0,4432.92,4432.92,500.0,0.0,38557.17,9365.84,29191.33,2025-09-17 23:22:34
148,2025-07,78413.0,2,980.16,0.0,9409.56,15682.6,1000.0,0.0,79393.16,26092.16,53301.0,2025-09-17 23:22:34
149,2025-07,29854.0,5,932.94,0.0,3582.48,1492.7,500.0,5000.0,30786.94,10575.18,20211.76,2025-09-17 23:22:34
150,2025-07,67811.0,9,3814.37,0.0,8137.32,8137.32,1000.0,0.0,71625.37,17274.64,54350.73,2025-09-17 23:22:34
151,2025-07,49963.0,6,1873.61,2000.0,5995.56,5995.56,1000.0,5000.0,53836.61,17991.12,35845.49,2025-09-17 23:22:34
152,2025-07,44388.0,5,1387.12,0.0,5326.56,5326.56,1000.0,2000.0,45775.12,13653.12,32122.0,2025-09-17 23:22:34
153,2025-07,41254.0,6,1547.02,0.0,4950.48,4950.48,1000.0,5000.0,42801.02,15900.96,26900.06,2025-09-17 23:22:34
154,2025-07,57415.0,2,717.69,3000.0,6889.8,6889.8,1000.0,0.0,61132.69,14779.6,46353.09,2025-09-17 23:22:34
155,2025-07,78434.0,6,2941.27,3000.0,9412.08,15686.8,1000.0,0.0,84375.27,26098.88,58276.39,2025-09-17 23:22:34
156,2025-07,56508.0,7,2472.22,0.0,6780.96,6780.96,1000.0,1000.0,58980.22,15561.92,43418.3,2025-09-17 23:22:34
157,2025-07,41716.0,8,2085.8,500.0,5005.92,5005.92,1000.0,0.0,44301.8,11011.84,33289.96,2025-09-17 23:22:34
158,2025-07,63777.0,5,1993.03,0.0,7653.24,7653.24,1000.0,0.0,65770.03,16306.48,49463.55,2025-09-17 23:22:34
159,2025-07,41282.0,5,1290.06,0.0,4953.84,4953.84,1000.0,0.0,42572.06,10907.68,31664.38,2025-09-17 23:22:34
160,2025-07,55478.0,7,2427.16,2000.0,6657.36,6657.36,1000.0,0.0,59905.16,14314.72,45590.44,2025-09-17 23:22:34
161,2025-07,57721.0,5,1803.78,500.0,6926.52,6926.52,1000.0,5000.0,60024.78,19853.04,40171.74,2025-09-17 23:22:34
162,2025-07,95428.0,8,4771.4,0.0,11451.36,19085.6,1000.0,2000.0,100199.4,33536.96,66662.44,2025-09-17 23:22:34
163,2025-07,53699.0,3,1006.86,1000.0,6443.88,6443.88,1000.0,1000.0,55705.86,14887.76,40818.1,2025-09-17 23:22:34
164,2025-07,32621.0,4,815.52,3000.0,3914.52,3914.52,500.0,2000.0,36436.52,10329.04,26107.48,2025-09-17 23:22:34
165,2025-07,52302.0,10,3268.88,1000.0,6276.24,6276.24,1000.0,0.0,56570.88,13552.48,43018.4,2025-09-17 23:22:34
166,2025-07,77497.0,0,0.0,0.0,9299.64,15499.4,1000.0,0.0,77497.0,25799.04,51697.96,2025-09-17 23:22:34
167,2025-07,81271.0,7,3555.61,500.0,9752.52,16254.2,1000.0,2000.0,85326.61,29006.72,56319.89,2025-09-17 23:22:34
168,2025-07,26062.0,1,162.89,2000.0,3127.44,1303.1,500.0,0.0,28224.89,4930.54,23294.35,2025-09-17 23:22:34
169,2025-07,29632.0,4,740.8,0.0,3555.84,1481.6,500.0,2000.0,30372.8,7537.44,22835.36,2025-09-17 23:22:34
170,2025-07,33258.0,8,1662.9,0.0,3990.96,3990.96,500.0,0.0,34920.9,8481.92,26438.98,2025-09-17 23:22:34
171,2025-07,51069.0,10,3191.81,0.0,6128.28,6128.28,1000.0,2000.0,54260.81,15256.56,39004.25,2025-09-17 23:22:34
172,2025-07,117274.0,7,5130.74,0.0,14072.88,23454.8,1000.0,5000.0,122404.74,43527.68,78877.06,2025-09-17 23:22:34
173,2025-07,59529.0,4,1488.22,500.0,7143.48,7143.48,1000.0,5000.0,61517.22,20286.96,41230.26,2025-09-17 23:22:34
174,2025-07,31812.0,4,795.3,0.0,3817.44,3817.44,500.0,0.0,32607.3,8134.88,24472.42,2025-09-17 23:22:34
175,2025-07,26605.0,8,1330.25,2000.0,3192.6,1330.25,500.0,0.0,29935.25,5022.85,24912.4,2025-09-17 23:22:34
176,2025-07,69818.0,4,1745.45,1000.0,8378.16,8378.16,1000.0,0.0,72563.45,17756.32,54807.13,2025-09-17 23:22:34
177,2025-07,39043.0,5,1220.09,1000.0,4685.16,4685.16,500.0,0.0,41263.09,9870.32,31392.77,2025-09-17 23:22:34
178,2025-07,43935.0,6,1647.56,0.0,5272.2,5272.2,1000.0,0.0,45582.56,11544.4,34038.16,2025-09-17 23:22:34
179,2025-07,40954.0,5,1279.81,3000.0,4914.48,4914.48,1000.0,2000.0,45233.81,12828.96,32404.85,2025-09-17 23:22:34
180,2025-07,31469.0,6,1180.09,500.0,3776.28,3776.28,500.0,0.0,33149.09,8052.56,25096.53,2025-09-17 23:22:34
181,2025-07,80587.0,3,1511.01,500.0,9670.44,16117.4,1000.0,2000.0,82598.01,28787.84,53810.17,2025-09-17 23:22:34
182,2025-07,87533.0,4,2188.32,3000.0,10503.96,17506.6,1000.0,0.0,92721.32,29010.56,63710.76,2025-09-17 23:22:34
183,2025-07,48128.0,3,902.4,3000.0,5775.36,5775.36,1000.0,1000.0,52030.4,13550.72,38479.68,2025-09-17 23:22:34
184,2025-07,52422.0,3,982.91,2000.0,6290.64,6290.64,1000.0,1000.0,55404.91,14581.28,40823.63,2025-09-17 23:22:34
185,2025-07,62387.0,4,1559.67,0.0,7486.44,7486.44,1000.0,0.0,63946.67,15972.88,47973.79,2025-09-17 23:22:34
186,2025-07,71614.0,5,2237.94,0.0,8593.68,14322.8,1000.0,1000.0,73851.94,24916.48,48935.46,2025-09-17 23:22:34
187,2025-07,25235.0,3,473.16,3000.0,3028.2,1261.75,500.0,0.0,28708.16,4789.95,23918.21,2025-09-17 23:22:34
188,2025-07,54019.0,4,1350.47,0.0,6482.28,6482.28,1000.0,0.0,55369.47,13964.56,41404.91,2025-09-17 23:22:34
189,2025-07,30951.0,3,580.33,3000.0,3714.12,3714.12,500.0,2000.0,34531.33,9928.24,24603.09,2025-09-17 23:22:34
190,2025-07,75523.0,7,3304.13,0.0,9062.76,15104.6,1000.0,1000.0,78827.13,26167.36,52659.77,2025-09-17 23:22:34
191,2025-07,47282.0,6,1773.07,1000.0,5673.84,5673.84,1000.0,2000.0,50055.07,14347.68,35707.39,2025-09-17 23:22:34
192,2025-07,88303.0,6,3311.36,3000.0,10596.36,17660.6,1000.0,0.0,94614.36,29256.96,65357.4,2025-09-17 23:22:34
193,2025-07,63574.0,4,1589.35,0.0,7628.88,7628.88,1000.0,1000.0,65163.35,17257.76,47905.59,2025-09-17 23:22:34
